datetime,tickersymbol,price,volume
2025-01-02 10:53:21.812864,VN30F2501,1338.3,1
2025-01-02 10:53:32.017255,VN30F2501,1338.1,6
2025-01-02 10:53:42.232547,VN30F2501,1338.5,5
2025-01-02 10:53:51.402380,VN30F2501,1338.3,2
2025-01-02 10:53:57.730763,VN30F2501,1338.5,1
2025-01-02 10:54:31.789430,VN30F2501,1338.2,8
2025-01-02 10:54:41.964636,VN30F2501,1338.5,1
2025-01-02 10:54:52.155952,VN30F2501,1338.3,8
2025-01-02 10:54:58.287319,VN30F2501,1338.5,1
2025-01-02 10:55:01.332349,VN30F2501,1338.4,2
2025-01-02 10:55:21.899403,VN30F2501,1338.4,1
2025-01-02 10:55:32.094942,VN30F2501,1338.7,2
2025-01-02 10:55:41.286589,VN30F2501,1338.6,1
2025-01-02 10:55:57.818255,VN30F2501,1338.5,5
2025-01-02 10:56:33.510854,VN30F2501,1338.5,1
2025-01-02 10:56:50.250873,VN30F2501,1338.6,3
2025-01-02 10:56:56.339715,VN30F2501,1338.4,2
2025-01-02 10:57:11.648863,VN30F2501,1338.3,5
2025-01-02 10:57:33.472548,VN30F2501,1338.5,1
2025-01-02 10:57:37.355212,VN30F2501,1338.7,2
2025-01-02 10:58:18.375768,VN30F2501,1338.6,5
2025-01-02 10:58:23.659933,VN30F2501,1338.7,1
2025-01-02 10:58:52.443321,VN30F2501,1338.6,2
2025-01-02 10:58:57.537173,VN30F2501,1338.5,1
2025-01-02 10:59:17.965538,VN30F2501,1338.5,13
2025-01-02 10:59:22.013474,VN30F2501,1338.4,3
2025-01-02 10:59:33.261364,VN30F2501,1338.4,13
2025-01-02 10:59:37.551134,VN30F2501,1338.5,1
2025-01-02 10:59:41.623229,VN30F2501,1338.1,102
2025-01-02 10:59:47.750229,VN30F2501,1338.2,1
2025-01-02 10:59:51.811097,VN30F2501,1338.0,10
2025-01-02 11:00:02.233598,VN30F2501,1337.9,1
2025-01-02 11:00:17.539750,VN30F2501,1337.6,20
2025-01-02 11:00:23.845964,VN30F2501,1337.4,1
2025-01-02 11:00:28.010262,VN30F2501,1337.1,3
2025-01-02 11:00:42.190622,VN30F2501,1337.5,1
2025-01-02 11:00:44.235242,VN30F2501,1337.8,2
2025-01-02 11:00:55.629870,VN30F2501,1337.9,1
2025-01-02 11:01:05.824478,VN30F2501,1338.0,26
2025-01-02 11:01:16.001738,VN30F2501,1338.1,2
2025-01-02 11:01:22.362060,VN30F2501,1338.0,1
2025-01-02 11:01:31.338627,VN30F2501,1337.9,1
2025-01-02 11:01:54.150996,VN30F2501,1338.1,5
2025-01-02 11:02:09.428946,VN30F2501,1338.2,5
2025-01-02 11:02:15.739022,VN30F2501,1338.1,1
2025-01-02 11:02:57.835484,VN30F2501,1338.4,2
2025-01-02 11:03:52.408482,VN30F2501,1338.7,4
2025-01-02 11:04:11.789634,VN30F2501,1338.6,9
2025-01-02 11:04:32.361615,VN30F2501,1338.8,3
2025-01-02 11:04:37.679589,VN30F2501,1338.7,1
2025-01-02 11:04:58.264106,VN30F2501,1339.0,8
2025-01-02 11:05:17.704103,VN30F2501,1339.1,18
2025-01-02 11:05:47.385371,VN30F2501,1339.1,10
2025-01-02 11:05:51.442781,VN30F2501,1339.0,1
2025-01-02 11:06:12.026953,VN30F2501,1339.0,4
2025-01-02 11:06:18.163711,VN30F2501,1338.9,1
2025-01-02 11:06:33.645049,VN30F2501,1339.0,2
2025-01-02 11:07:28.080425,VN30F2501,1338.8,5
2025-01-02 11:08:01.908100,VN30F2501,1338.8,3
2025-01-02 11:08:23.561337,VN30F2501,1338.9,1
2025-01-02 11:08:56.357740,VN30F2501,1339.1,3
2025-01-02 11:09:01.494035,VN30F2501,1339.0,1
2025-01-02 11:09:32.201956,VN30F2501,1339.2,30
2025-01-02 11:09:36.065642,VN30F2501,1339.3,20
2025-01-02 11:09:38.323337,VN30F2501,1339.2,1
2025-01-02 11:09:51.578174,VN30F2501,1339.0,2
2025-01-02 11:09:57.713575,VN30F2501,1338.9,3
2025-01-02 11:10:33.785190,VN30F2501,1338.6,3
2025-01-02 11:10:37.852339,VN30F2501,1338.5,5
2025-01-02 11:11:11.677039,VN30F2501,1338.8,2
